"","SP_ID","Int_Name","PA_type","PA_DEF","IUCN_CAT","RealmNr","Biodiversity","Wilderness","ClimateStability","LandUseStability","Area","ClimateProtection"
"1181","14","Thungyai Naresuan",NA,"1","Ia","4",0.439062078565869,0.87571288229479,0.754207963733884,0.636863705847364,0.00386341887424056,0.082485107991769
"1182","611","Tibesti massif","KBA",NA,NA,"8",0.0432542682962333,0.762116307670093,0.581027034036445,0.726526806368193,0.0193328125600661,7.09433601813084e-05
"1183","24","Tibet Selincuo Wetlands",NA,"1","Ia","8",0.0579075924345441,0.447821439482568,0.648418383295317,0.700687445317026,0.0197303292660052,0.057998385579462
"1184","1180","Tierra de Campiñas steppes","KBA",NA,NA,"8",0.137442675891541,0.404700638166812,0.503559530926912,0.923484725363358,0.00214539120073012,0.00336607717474852
"1185","1179","Tierra de Campos steppes","KBA",NA,NA,"8",0.143720926080631,0.396636906677678,0.488311879270696,0.885132200424366,0.00348497277862757,0.00454934995414774
"1186","1079","Tierras altas de Isabela","KBA",NA,NA,"6",0.042939268463757,0.915511502475363,0.38199206498033,0.734093641606539,0.00226049369728048,0.00240560594915457
"1187","282","Tinfunque",NA,"1","II","6",0.260552769152486,0.631229178552762,0.79510906250625,0.600561888840744,0.00182278663264068,0.0305751690021743
"1188","504","Tinigua",NA,"1","II","6",0.524235147172076,0.665522755938052,0.64294872703797,0.743613999795956,0.00223835603463538,0.068754009323069
"1189","771","Tiwi Islands","KBA",NA,NA,"1",0.191061828832807,0.575656300461771,0.79738352632881,0.729386098189642,0.00782834630336774,0.0145898727705016
"1190","1183","Toledo mountains-Cabañeros","KBA",NA,NA,"8",0.142162478849287,0.475913561089017,0.469011163852528,0.900844458347668,0.00377908630735341,0.00863882740554927
"1191","458","Tombstone",NA,"1","II","5",0.0844147523060361,0.982176991385861,0.522459154790992,0.726526806368193,0.00212884641383608,0.00431335316054714
"1192","44","Toolonga",NA,"1","Ia","1",0.160397247872598,0.518433380480232,0.58594946620314,0.73265756945971,0.00421802289869279,0.00817634361238889
"1193","451","Torngat Mountains National Park Of Canada",NA,"1","II","5",0.0359214315887201,0.996706880706552,0.396907075829934,0.726977750138312,0.0102471080332479,0.00164735103936064
"1194","306","Torres del Paine",NA,"1","II","6",0.0823517181675764,0.736922622606782,0.215239993425737,0.812736210753804,0.00212859599475093,0.00793635508533998
"1195","633","Touran","KBA",NA,NA,"8",0.149477666700491,0.685885824279126,0.565697491727784,0.774053743607495,0.0155597629057917,0.00508971992276029
"1196","114","Tracy Arm-Fords Terror",NA,"1","Ib","5",0.0884160605064956,0.977147331507634,0.651995602125723,0.727082970810611,0.00272234622847461,0.00588417081654964
"1197","106","Trinity Alps",NA,"1","Ib","5",0.170942353706643,0.716568820661074,0.778086961397208,0.71547167249968,0.00227425798662105,0.059249750913393
"1198","155","Ts'ilOs Park (a.k.a. Ts'yl-os Park)",NA,"1","Ib","5",0.111801212910406,0.952229509543427,0.801211660431545,0.725855708180958,0.00244681960130066,0.0162483460336137
"1199","1305","Tsaratanana-Marojejy Corridor NPA (COMATSA)","KBA",NA,NA,"3",0.353564471751187,0.716892895666314,0.628535177373286,0.542311105088104,0.00219814883882184,0.0485034118122068
"1200","193","Tsavo East",NA,"1","II","3",0.526292614465388,0.527918179377908,0.764093953222937,0.620995866441631,0.0140497520342644,0.0318233198345417
"1201","194","Tsavo West",NA,"1","II","3",0.612889054568203,0.565845803153409,0.732545997078682,0.557201548213564,0.00735913878496666,0.0332772603489169
"1202","1307","Tsimanampetsotsa National Park and extension","KBA",NA,NA,"3",0.131622769232722,0.603466126474661,0.719712832082805,0.637844635210428,0.00272384109981567,0.0105023576509122
"1203","591","Tsumkwe pan system","KBA",NA,NA,"3",0.23059264186199,0.534583627403425,0.582097147226454,0.797756154467011,0.00322292702108824,0.0124512428840587
"1204","735","Tuchola Forest","KBA",NA,NA,"8",0.116926704747827,0.489463218828196,0.550674502860416,1,0.00375133553569424,0.0179861624550936
"1205","454","Tuktut Nogait National Park Of Canada",NA,"1","II","5",0.055446665958087,0.999689836704929,0.389880273521838,0.726526806368193,0.0196390323250592,0.00300639402291778
"1206","1093","Tunkin valley","KBA",NA,NA,"8",0.159617456082156,0.758965019764873,0.794253453926044,0.743654225101848,0.0122356320629961,0.0282390890436087
"1207","709","Turkmenbashy Bay","KBA",NA,NA,"8",0.114460086496936,0.549827375567608,0.586752038795761,0.72749227364108,0.00273636608508609,0.00147642970787367
"1208","545","Tuz Lake","KBA",NA,NA,"8",0.130078013791365,0.562680800472028,0.448270128416494,0.789966747507483,0.00555449384325906,0.00515979354299961
"1209","449","Tweedsmuir Park",NA,"1","II","5",0.102132694836165,0.946871781091679,0.683793116151393,0.727403079064837,0.0102719907856986,0.0452838564865134
"1210","1126","Udyl' lake","KBA",NA,NA,"8",0.115014726791854,0.821023244583263,0.692973010432033,0.724407768001537,0.00400771601890173,0.00991912314431632
"1211","484","Udzungwa Mountain",NA,"1","II","3",0.569744250372608,0.903773584731307,0.702014030564034,0.361349412708031,0.00216422464651037,0.0442408154097219
"1212","1091","Udzungwa Mountains","KBA",NA,NA,"3",0.583301844476642,0.908801161608559,0.749606766849027,0.285781431577353,0.00348670546792936,0.0752406093165601
